Gene,Fusion
ZNF135,8481
MED6,6514
PPP1R2P3,3555
SGCD,3555
CAV3,3979
MYRIP,3979
SECTM1,10750
ABCB5,12397
JARID2,3150
SMIM15,3555
C11ORF58,9113
UTAT33,9803
MIR1539,1207
C18ORF32,1207
DPF2,9113
CUL1,12397
OPN1SW,12397
ZMAT3,3979
AF146191.4,2237
PLS1,3979
MBP,1207
DERA,7911
RCN1,9113
MPV17L2,8481
AK5,14499
COQ7,5049
GNGT1,12397
RFXANK,8481
GPM6A,2237
ITGA4,9803
AC068196.1,9803
TP53RK,2888
CDIPT,5049
NUDCD3,12397
PSMB8-AS1,3150
TARS2,14499
RFC3,1058
PRIMPOL,2237
SLC15A3,9113
SLC16A2,3226
DNAJB2,9803
TFAM,2967
NASP,14499
C1ORF61,14499
PIGV,14499
AC091132.1,10750
AP001469.5,1907
C17ORF80,10750
CLSPN,14499
HINT2,4233
LZIC,14499
ZNF395,5194
LAMA4,3150
MRRF,4233
AKR1C8P,2967
GLI3,12397
RHOH,2237
PMS2CL,12397
ARHGAP19,2967
ARHGAP19-SLIT1,2967
C12ORF10,7911
ANKRD33B,3555
WDR37,2967
TKFC,9113
RAB14,4233
SLC33A1,3979
PLCH1,3979
SPG11,8400
PAQR5,8400
MYB,3150
L3HYPDH,6514
EXO5,14499
NFYC-AS1,14499
MCMDC2,5194
C8ORF44,5194
ZNF684,14499
C16ORF91,5049
WFDC3,2888
SRRM4,7911
HSPB8,7911
CCR1,3979
AAED1,4233
ZFAND5,4233
LURAP1L-AS1,4233
ASIC1,7911
MRPL22,3555
KIF4B,3555
BP-2189O9.2,1907
TTLL6,10750
LTN1,1907
YAF2,7911
ENSA,14499
CDC14B,4233
SLC20A1P1,6514
NAA16,1058
AIMP1,2237
ANKRD10,1058
ITPKB,14499
WASL,12397
SMC2,4233
CCL13,10750
ATP5O,1907
ZMYND11,2967
TRAT1,3979
WTAP,3150
TUBA3C,1058
SMPD4P2,1058
HSD17B11,2237
SPARCL1,2237
TSGA10,9803
DSN1,2888
RPLP1P6,3555
CCDC137,10750
TMEM69,14499
ZWINT,2967
TNIP2,2237
HMGCLL1,3150
OSTCP1,3150
MAP1LC3B,5049
AKR1C4,2967
TOX3,5049
GNAO1,5049
PPP2R2C,2237
C19ORF43,8481
CCNI,2237
ANXA9,14499
PKD1L2,5049
FSD1L,4233
PIK3CG,12397
AL592528.1,1907
SUPV3L1,2967
ATRX,3226
LETM2,5194
DOK6,1207
FAM227B,8400
REG1A,9803
LINC00407,1058
NEIL1,8400
CNEP1R1,5049
UBXN7,3979
TMEM189,2888
TMEM189-UBE2V1,2888
ASH2L,5194
KCNK12,9803
BTG3,1907
C21ORF91,1907
ZC2HC1C,6514
ING1,1058
FNIP2,2237
TOMM34,2888
ZFP42,2237
IL1RN,9803
COL9A3,2888
AP003900.6,1907
CRBN,3979
GALNT3,9803
AC009495.3,9803
RPL29,3979
VSTM4,2967
TMEM265,5049
P2RX6P,3475
OASL,7911
TEX41,9803
EPT1,9803
DRC1,9803
CCDC129,12397
COG6,1058
LRP11,3150
FSD1,8481
TMIGD2,8481
BOC,3979
DAPL1,9803
OR7E28P,9803
CPED1,12397
CCNG1,3555
COL19A1,3150
CREB5,12397
SPEG,9803
GLI2,9803
ITGB3BP,14499
XRN2,2888
KIZ,2888
RPL23AP94,2237
NEUROG2,2237
C8ORF37-AS1,5194
XPO7,5194
PQLC2,14499
C15ORF61,8400
MAP2K5,8400
RNF139-AS1,5194
C5ORF66-AS2,3555
PFDN1,3555
NPSR1-AS1,12397
DTX2P1,12397
AARSD1,10750
PTGES3L-AARSD1,10750
STMN2,5194
NMRK1,4233
LIPK,2967
TMEM39A,3979
AGPAT2,4233
TOP2B,3979
TNFRSF1A,7911
MOGS,9803
LINC01232,1058
LY75,9803
MTX3,3555
MYLIP,3150
NMNAT1,14499
UTP23,5194
SFMBT2,2967
SMYD5,9803
CDC42BPG,9113
ST3GAL5,9803
STAG3L4,12397
LINC01372,12397
TNK2,3979
ZCCHC9,3555
ATP9B,1207
ABHD3,1207
PNPLA4,3226
TRPA1,5194
CFAP74,14499
MYCBP2,1058
INHA,9803
STK11IP,9803
COQ9,5049
PPP6R2,3475
PAPL,8481
SMARCAD1,2237
VWA8,1058
TRIM4,12397
P4HA2,3555
HAPLN3,8400
SLC25A10,10750
ADPRM,10750
ATG101,7911
DCUN1D4,2237
FKBP15,4233
LGMN,6514
SLC29A4,12397
AC073133.1,12397
C6ORF48,3150
CARD17,9113
FBXO22,8400
COMMD4,8400
UBE2M,8481
BIRC2,9113
DNAL1,6514
RNF170,5194
THBD,2888
FGF3,9113
DGAT2,9113
TRAV1-2,6514
STOM,4233
POLR2B,2237
PPEF1-AS1,3226
RS1,3226
CKS2,4233
SECISBP2,4233
FBXL16,5049
OTX2,6514
OTUD6B-AS1,5194
TMEM55A,5194
STRAP,7911
AC079807.2,9803
DPY30,9803
CD8B,9803
MYO18B,3475
DUSP2,9803
ASTL,9803
KANK4,14499
SEPT1,5049
PLEKHD1,6514
ZNF493,8481
L2HGDH,6514
ZNF132,8481
C12ORF71,7911
LINC00355,1058
ACACB,7911
KB-1562D12.1,5194
MCHR1,3475
MRPS36,3555
PIP5K1A,14499
SCNM1,14499
TNFAIP8L2,14499
SRR,10750
GAS5,14499
XX-CR54.1,14499
VPS35,5049
KRT86,7911
C9ORF172,4233
AC079135.1,9803
DHX32,2967
UROS,2967
TIAM2,3150
PALMD,14499
BSN,3979
FAM47E-STBD1,2237
STBD1,2237
C3ORF70,3979
AMZ1,12397
ECD,2967
SH3BP5,3979
MAFA,5194
CROCC,14499
ABCC12,5049
LINC01511,3555
GLIS3-AS1,4233
EPS15L1,8481
AC007228.5,8481
ZIM2-AS1,8481
PSMA6,6514
FAM110C,9803
CECR1,3475
NSUN4,14499
NCCRP1,8481
PMS2P3,12397
FAM110D,14499
ZSCAN32,5049
HAGH,5049
MYO1F,8481
GRWD1,8481
SAFB2,8481
AC004231.2,10750
DEFB123,2888
ANXA13,5194
TPD52L3,4233
GAPDHS,8481
SEMA3E,12397
STON2,6514
SEL1L,6514
MOV10L1,3475
LINC00276,9803
FSIP2-AS1,9803
AC007966.1,9803
PHC3,3979
DCD,7911
CENPT,5049
DPEP3,5049
RAG1,9113
ZNF502,3979
CCNL1,3979
NMD3,3979
CBX4,10750
CCNG2,2237
SPTSSB,3979
PPDPF,2888
TFF3,1907
PCAT29,8400
LINC00593,8400
CXADR,1907
AP000432.1,1907
C11ORF24,9113
EIF4A1,10750
AC073094.4,12397
ZNF423,5049
ALDH9A1,14499
NUDT7,5049
C12ORF66,7911
CHRNB1,10750
TXNDC17,10750
LUZP2,9113
CENPL,14499
RNF128,3226
F11-AS1,2237
LY6D,5194
LYNX1,5194
LINC00871,6514
DOCK7,14499
AC009478.1,9803
KLRC3,7911
PARK2,3150
AC006946.15,3475
KB-1572G7.2,3475
SLC35E1,8481
NOG,10750
PODNL1,8481
AP000304.12,1907
NECAB3,2888
KBTBD2,12397
DPY19L1P1,12397
C17ORF47,10750
ZNF527,8481
MRPS33,12397
DPEP2,5049
SF3B6,9803
FSTL4,3555
ZNF608,3555
AC079117.1,9803
AC073928.2,9803
MKRN3,8400
AC010745.2,9803
C1ORF109,14499
IST1,5049
MACROD2-AS1,2888
JOSD1,3475
PLEKHM1P,10750
ZNF597,5049
ST6GALNAC1,10750
DGKA,7911
UBIAD1,14499
TMEM63A,14499
JRK,5194
ZDHHC3,3979
NDUFB4,3979
GIMAP2,12397
TMEM254,2967
ANKRD12,1207
RNASEH2C,9113
MDC1-AS1,3150
CD2AP,3150
TMEM63B,3150
